"hds_customer_id","organization_id","company_code","customer_no","customer_sort_key","name","address_id","contact_attention","phone_country_code","phone_no","formatted_phone_no","phone_extension","fax_country_code","fax_no","formatted_fax_no","fax_extension","salesperson_id","collector_agent_code","tax_authority_code","customer_terms_code","statement_indicator","dunning_messages","finance_indicator","sic_code","duns_number","date_added","credit_limit","date_last_payment","date_last_purchase","largest_bal_date","largest_bal_amount","a_r_open_total","prior_year_sales","d__b_rating","delivery_indicator","bill_complete_ind","cus_po_required","disguise_indicator","cust_ack_indicator","cus_ack_type","osr_type","osr_frequency","collect_followup_dt","exclude_from_collect","collect_prepass_swch","collect_delinq_amt","collect_tot_a_r_amt","target_collectable","stc_reg_code","tax_exempt_number","prorate_deposit","inactive_customer","stc_cus_site_id","commission_plan","def_dlr_contact_code","def_dlr_contact_type","presentation_std_quote","presentation_std_ack","presentation_std_dt","presentation_std_invoice","presentation_std_osr","std_print_mod_date","report_group_1","report_group_2","price_presentation","exclude_from_purge","invoice_summary","contact_email","salesperson_id_2","salesperson_1_pct","contact_code","contact_type","unspsc_default_code","unspsc_default_code_desc","scs_customer_type","include_in_customer_view","tax_exempt_issuer","tax_exempt_reason","sales_mgmt_id","allow_publish","date_modified","exclude_from_autocharge","customer_folder_path","einvoice_to_procurement","email_invoices","sap_id_id","legal_name","objectkey","created_on","updated_on","process_id"
"-1","TANGRAM","F","2     ","TANGDALL","Tangram",954837,"","  ","","","    ","  "," ","","    ","940",NULL,"CERT","9 ",True,True,False,"    ","118555220","2023-07-20 00:00:00","$0.00","2023-08-31 00:00:00","2023-08-17 00:00:00","2023-08-17 00:00:00","$4,300.00","$0.00","$0.00","   ","C",True,True,"N","O","N","A","W",NULL,False,False,"$0.00","$0.00","$0.00",NULL,"",False,False,"1333522",NULL,NULL,NULL,"S","S","C","S","S",False,"      ","      ","S",False,False,"",NULL,"100","I03O","C","          "," ","N",False," "," ",759,False,"2025-02-10 00:00:00",False," ",False,True,NULL,"Tangram Interiors","TANGRAM-AR_CUSTOMERS-F-759","2025-05-01 23:53:30.216346",NULL,NULL
"-1","TANGRAM","F","211SOU","211SOUTH","211 South Beverly Dr LLC",855685,"","  ","","","    ","  "," ","","    ","385","BG ","CERT","9 ",True,True,False,"    ","         ","2022-04-12 00:00:00","$306,000.00",NULL,NULL,NULL,"$0.00","$0.00","$0.00","   ","C",True,True,"N","O","N","A","W",NULL,False,False,"$0.00","$0.00","$0.00",NULL,"",False,False,"41778178",NULL,NULL,NULL,"S","S","C","S","S",False,"      ","      ","S",False,False,"",NULL,"100","400I","C","          "," ","N",False," "," ",719,False,"2025-02-10 00:00:00",False," ",False,True,NULL,"211 South Beverly Dr LLC","TANGRAM-AR_CUSTOMERS-F-719","2025-05-01 23:53:30.216346",NULL,NULL
"-1","TANGRAM","1","21LAPS","21LAPS  ","21 Laps, Inc.",788828," ","  "," ","","    ","  "," ","","    ","397","BG ","CERT","E ",True,True,False,"    ","22123743 ","2021-05-14 00:00:00","$275,000.00","2022-08-05 00:00:00","2022-07-27 00:00:00","2021-12-17 00:00:00","$137,609.34","$0.00","$0.00","   ","C",True,True,"N","N","A","A","W",NULL,False,False,"$0.00","$0.00","$0.00",NULL," ",False,False,"41760794",NULL,NULL,NULL,"S","S","C","S","S",False,"      ","      ","S",False,False," ",NULL,"100","Z094","C","          "," ","N",False," "," ",12076,False,"2025-01-01 00:00:00",False,"\\Powervault\files\1Co  1 PROJECT FOLDER FILES\1_21LAPS",False,True,NULL,"21 Laps, Inc.","TANGRAM-AR_CUSTOMERS-1-12076","2025-05-01 23:53:30.216346",NULL,NULL
"-1","TANGRAM","1","22I394","22INTERI","22 Interiors",1015471,"","  ","","","    ","  "," ","","    ","495","BG ","CERT","E ",True,True,False,"    ","0        ","2024-05-21 00:00:00","$100,000.00",NULL,NULL,NULL,"$0.00","$0.00","$0.00","   ","C",True,True,"N","N","A","A","W",NULL,False,False,"$0.00","$0.00","$0.00",NULL,"AD102-355769",False,False,"41815900",NULL,NULL,NULL,"S","S","C","S","S",False,"      ","      ","S",False,False,"",NULL,"100","E05K","C","          "," ","N",False,"California","Resale",12623,False,"2025-01-01 00:00:00",False,"\\Powervault\files\1Co  1 PROJECT FOLDER FILES\1_22I394",False,True,NULL,"22 Interiors","TANGRAM-AR_CUSTOMERS-1-12623","2025-05-01 23:53:30.216346",NULL,NULL
"-1","TANGRAM","1","24H001","24HRHOME","24hr Homecare L.L.C.",39805," ","  "," ","","    ","  ","","","    ","495","BG ","CERT","1 ",True,True,False,"    ","15478190 ","2016-05-20 00:00:00","$350,000.00","2024-11-22 00:00:00","2024-09-27 00:00:00","2017-12-05 00:00:00","$339,114.44","$0.00","$20,652.17","   ","C",True,True,"N","N","A","A","W",NULL,False,False,"$0.00","$0.00","$0.00",NULL," ",False,False,"41653636",NULL,NULL,NULL,"S","S","C","S","S",False,"      ","      ","S",False,False," ",NULL,"100","S956","C","          "," ","N",False," "," ",10670,False,"2025-01-01 00:00:00",False,"\\Powervault\files\1Co  1 PROJECT FOLDER FILES\1_24H001",False,True,NULL,"24HR HOMECARE L.L.C.","TANGRAM-AR_CUSTOMERS-1-10670","2025-05-01 23:53:30.216346",NULL,NULL
"-1","TANGRAM","1","2DF001","2DFINTER","2DF Interiors",39806,"Kimberly Franzen","US","7145523499","+1 (714) 552-3499","    ","US","7142890697","+1 (714) 289-0697","    ","900","DR ","CERT","1 ",True,True,False,"    ","         ","2008-02-28 00:00:00","$15,000.00","2008-12-10 00:00:00","2008-10-20 00:00:00","2008-07-24 00:00:00","$15,613.80","$0.00","$0.00","   ","C",True,True,"N","N","A","A","W","2009-02-28 00:00:00",False,False,"$0.00","$0.00","$0.00",NULL," ",False,True,"30166936",NULL,NULL,NULL,"S","S","C","S","S",False,"      ","      ","S",False,False," ",NULL,"100",NULL,NULL,"          "," ","N",True," "," ",7257,False,"2025-01-01 00:00:00",False,"\1_2DF001",False,False,NULL,"2DF Interiors","TANGRAM-AR_CUSTOMERS-1-7257","2025-05-01 23:53:30.216346",NULL,NULL
"-1","TANGRAM","1","2EG001","2EGROUP ","2E GROUP",39807,"LISETTE TUOHY","US","8187120406","+1 (818) 712-0406","    ","US","8183486253","+1 (818) 348-6253","    ","561","AS ","CERT","0 ",True,True,False,"5712","624071770","2006-08-04 00:00:00","$1,450.00","2006-11-08 00:00:00","2006-10-25 00:00:00","2006-10-25 00:00:00","$15,337.73","$0.00","$0.00","DS ","C",True,False,"N","N","A","A","W","2007-08-04 00:00:00",False,False,"$0.00","$0.00","$0.00",NULL,"SRAC100680975",False,True,"27682479",NULL,NULL,NULL,"S","S","C","S","S",False,"      ","      ","S",False,False,"",NULL,"100",NULL,NULL,"          ","","N",True,"Lisette Tuohy - Principal","Resale",6486,False,"2025-01-01 00:00:00",False," ",False,False,NULL,"2E GROUP","TANGRAM-AR_CUSTOMERS-1-6486","2025-05-01 23:53:30.216346",NULL,NULL
"-1","TANGRAM","1","2HC001","2HCONSTR","2H CONSTRUCTION",39808,"SEAN KELLY","US","5625772505","+1 (562) 577-2505","    ","US","","","    ","999","DR ","CERT","2 ",True,True,False,"1541","157144184","2006-10-05 00:00:00","$400.00","2006-10-27 00:00:00","2006-10-12 00:00:00","2006-10-12 00:00:00","$357.23","$0.00","$0.00","1R3","C",True,False,"N","N","A","A","W","2007-10-05 00:00:00",False,False,"$0.00","$0.00","$0.00",NULL,"",False,True,"27019604",NULL,NULL,NULL,"S","S","C","S","S",False,"      ","      ","S",False,False,"",NULL,"100",NULL,NULL,"          ","","N",True,"","",6586,False,"2025-01-01 00:00:00",False," ",False,False,NULL,"2H CONSTRUCTION","TANGRAM-AR_CUSTOMERS-1-6586","2025-05-01 23:53:30.216346",NULL,NULL
"-1","TANGRAM","P","2UI010","2UINC   ","2u Inc.",53295,"Accounts Payable","  ","8886261872","8886261872","    ","  ","","","    ","682","MP ","CERT","11",False,True,False,"    ","829860183","2016-06-29 00:00:00","$15,000.00",NULL,"2016-08-30 00:00:00","2016-08-30 00:00:00","$10,419.91","$0.00","$0.00","   ","C",True,False,"N","N","N","A","W",NULL,False,False,"$0.00","$0.00","$0.00",NULL,"32051294471",False,True,"33341110",NULL,NULL,NULL,"S","S","C","S","S",False,"      ","      ","S",False,False," ",NULL,"100",NULL,NULL,"          "," ","N",False,"Texas","Resale",101,False,"2025-01-01 00:00:00",False," ",False,False,NULL,"2u Inc.","TANGRAM-AR_CUSTOMERS-P-101","2025-05-01 23:53:30.216346",NULL,NULL
"-1","TANGRAM","1","3     ","TANGRAM ","TANGRAM - LOANER",39809,"","CA","","","    ","CA","","","    ","999","TW ","CERT","1 ",False,False,False,"    ","         ","2006-09-05 00:00:00","$0.00",NULL,NULL,NULL,"$0.00","$0.00","$0.00","   ","C",False,True,"N","N","A","A","W",NULL,False,False,"$0.00","$0.00","$0.00",NULL,"",False,True,"162880",NULL,"TFL ","D","S","S","C","S","S",False,"      ","      ","S",False,False,"",NULL,"100",NULL,NULL,"          ","","N",True,"","",6533,False,"2025-01-01 00:00:00",False," ",False,False,NULL,"TANGRAM - LOANER","TANGRAM-AR_CUSTOMERS-1-6533","2025-05-01 23:53:30.216346",NULL,NULL
"-1","TANGRAM","2","3     ","TANGRAMF","Tangram Fabricators",50702,"Shadonna","US","5623655278","+1 (562) 365-5278","    ","US","","","    ","700","SL ","CERT","11",True,True,False,"    ","         ","2011-03-10 00:00:00","$0.00","2011-08-31 00:00:00","2011-08-23 00:00:00","2011-06-21 00:00:00","$915.00","$0.00","$0.00","   ","P",True,True,"N","O","A","A","W","2012-03-10 00:00:00",False,False,"$0.00","$0.00","$0.00",NULL," ",False,True,"0",NULL,NULL,NULL,"S","S","C","S","S",False,"      ","      ","S",False,False," ",NULL,"100",NULL,NULL,"          "," ","N",True," "," ",1500,False,"2025-01-01 00:00:00",False," ",False,False,NULL,"Tangram Fabricators","TANGRAM-AR_CUSTOMERS-2-1500","2025-05-01 23:53:30.216346",NULL,NULL
"-1","TANGRAM","D","300LEA","3006LEAS","30-06 Leasing LLC",876908,"","  ","","","    ","  "," ","","    ","ASE",NULL,"CERT","E ",True,True,False,"    ","94111402 ","2022-07-18 00:00:00","$6,000.00",NULL,"2022-08-24 00:00:00","2022-08-24 00:00:00","$5,334.56","$0.00","$0.00","   ","C",True,True,"N","O","A","A","W",NULL,False,False,"$0.00","$0.00","$0.00",NULL,"",False,False,"41784897",NULL,NULL,NULL,"S","S","C","S","S",False,"      ","      ","S",False,False,"",NULL,"100","401D","C","          "," ","N",False," "," ",244,False,"2025-01-01 00:00:00",False,"\\powervault\files\Co DALLAS PROJECT FOLDERS\D_300LEA",False,True,NULL,"30-06 Leasing LLC","TANGRAM-AR_CUSTOMERS-D-244","2025-05-01 23:53:30.216346",NULL,NULL
"-1","TANGRAM","S","325100","325MAPLE","325 Maple Ventures Owner LLC",703946,"Accounts Payable","  ","3103939653","3103939653","    ","  "," ","","    ","202","MP ","CERT","3 ",True,False,False,"    ","0        ","2020-02-06 00:00:00","$15,000.00","2020-03-11 00:00:00","2020-02-27 00:00:00","2020-02-27 00:00:00","$15,001.52","$0.00","$0.00","   ","M",True,True,"N","O","A","A","W",NULL,False,False,"$0.00","$0.00","$0.00",NULL," ",False,False,"41735466",NULL,NULL,NULL,"S","S","C","S","S",False,"      ","      ","S",False,False," ",NULL,"100",NULL,NULL,"          "," ","N",False," "," ",378,False,"2025-01-01 00:00:00",False," ",False,True,NULL,"325 Maple Ventures Owner LLC","TANGRAM-AR_CUSTOMERS-S-378","2025-05-01 23:53:30.216346",NULL,NULL
"-1","TANGRAM","1","333FIN","333FINAN","333 Financial Group, LLC",39810,"Accounts Payable","US","6264273333","+1 (626) 427-3333","    ","US","6268003933","+1 (626) 800-3933","    ","513","BG ","CERT","11",True,True,False,"    ","         ","2014-03-27 00:00:00","$30,000.00","2014-05-09 00:00:00","2014-05-07 00:00:00","2014-05-07 00:00:00","$27,236.79","$0.00","$0.00","   ","C",True,False,"N","N","A","A","W",NULL,False,False,"$0.00","$0.00","$0.00",NULL," ",False,True,"41581143",NULL,NULL,NULL,"S","S","C","S","S",False,"      ","      ","S",False,False," ",NULL,"100",NULL,NULL,"          "," ","N",False," "," ",9819,False,"2025-01-01 00:00:00",False,"\\Powervault\files\1Co  1 PROJECT FOLDER FILES\1_333FIN",False,False,NULL,"333 Financial Group, LLC","TANGRAM-AR_CUSTOMERS-1-9819","2025-05-01 23:53:30.216346",NULL,NULL
"-1","TANGRAM","P","360CGI","360CONST","360 Construction, Inc",53296,"Accounts Payable","US","8009716680","+1 (800) 971-6680","    ","US","","","    ","999","MP ","CERT","11",True,True,False,"    ","         ","2014-05-28 00:00:00","$50,000.00","2014-09-30 00:00:00","2014-08-30 00:00:00","2014-08-30 00:00:00","$44,194.53","$0.00","$0.00","   ","C",True,True,"N","N","N","A","W",NULL,False,False,"$0.00","$0.00","$0.00",NULL," ",False,True,"0",NULL,NULL,NULL,"S","S","C","S","S",False,"      ","      ","S",False,False," ",NULL,"100",NULL,NULL,"          "," ","N",False," "," ",37,False,"2025-01-01 00:00:00",False," ",False,False,NULL,"360 Construction, Inc","TANGRAM-AR_CUSTOMERS-P-37","2025-05-01 23:53:30.216346",NULL,NULL
