"hds_vendor_id","organization_id","vnd_no","vnd_sort_key","vendor_name","address_id","contact_attention","phone_country_code","phone_no","formatted_phone_no","fax_country_code","fax_no","formatted_fax_no","your_account_no","tax_registration_no","a1099_indicator","steelcase_vendor","vnd_terms_code","last_purchase_date","notes","manufacturer_code","sfsi_vendor","sfsi_collateral","exclude_from_purge","system_vendor","nonvendor_vendor","multi_special_quote_numbers","transmit_check_stub_info","always_print_po","allow_change_po","contact_code","contact_type","contact_email","phone_extension","fax_extension","print_non_negotiable_label_on_autocash_checks","currency_code","include_in_info_inquiry","inactive","trade_vie_requires_suff","vendor_deposit_required","vendor_deposit_percent","workmen_comp_exp_date","liability_insurance_exp_date","w9_on_file","valdelia_status","product_category","vat_credit_on_payments","eu_declaration","objectkey","created_on","updated_on","process_id"
"336648","TANGRAM","CLA50 ","CLARUSGLAS","CLARUS GLASSBOARDS LLC",10699,"Catherine Altamero","US","8175418110","+1 (817) 541-8110","US","6826265344","+1 (682) 626-5344"," ","26-4738270",True,False," 2","2025-04-30 00:00:00","Net 30
","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"caltamero@clarus.com;ar@clarus.com","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-CLA50 ","2025-05-02 00:06:44.974371","2025-05-05 07:43:23.258747",NULL
"336525","TANGRAM","CAR10 ","CARNEGIEFA","CARNEGIE FABRICS, INC.        ",10406,"                         ","US","5166786770","+1 (516) 678-6770","US","5163073765","+1 (516) 307-3765","6273","13-5611235  ",False,False," 2","2025-04-29 00:00:00","SHIP UPS. Net pricing
Rep.: Parallel Group
ACCT 6273
C/L: $5750","        ",False,False,False,False,False,False,False,False,"Y",NULL,NULL," ","    ","    ",False,"USD",True,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-CAR10 ","2025-05-02 00:06:44.974371","2025-05-02 08:57:05.849788",NULL
"336528","TANGRAM","NEI05 ","NIENKAMPER","NIENKAMPER FURNITURE          ",13947,"Arlene Roszak","CA","4162985700","+1 416-298-5700","  ","","","TAN0422","            ",False,False," 2","2025-04-28 00:00:00","**DEPOSIT REQUIRED**
PRICING INCLUDES FREIGHT
DISCOUNT = 50/10 
Rep.: LGS Group
U:7/16","        ",False,False,False,False,False,False,False,False,"Y",NULL,NULL,"arlener@nienkamper.com","261 ","    ",False,"USD",True,False,False,True,"50.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-NEI05 ","2025-05-02 00:06:44.974371","2025-05-02 09:07:23.00495",NULL
"336530","TANGRAM","SUP50 ","SUPERIORIN","SUPERIOR INSTALLATION, INC.",15849,"Jesus","US","8586886124","+1 (858) 688-6124","  ","",""," ","30-0811024",False,False,"19","2025-04-29 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"admin@superiorsd.com","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-SUP50 ","2025-05-02 00:06:44.974371","2025-05-02 09:37:58.72756",NULL
"336534","TANGRAM","MCM05 ","MCMASTERCA","MCMASTER-CARR SUPPLY CO.      ",13571,"MARYANN                  ","US","5626925911","+1 (562) 692-5911","US","5626952323","+1 (562) 695-2323"," ","36-1458720  ",False,False,"19","2025-04-29 00:00:00","STUDIO ACCT #143701200
TANGRAM ACCT #206187300 OR #137704300
","        ",False,False,False,False,False,False,False,False,"Y",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-MCM05 ","2025-05-02 00:06:44.974371","2025-05-02 09:53:23.890632",NULL
"336539","TANGRAM","MERR05","MERRILYNNR","MERRILYNN ROUNDY",13622," ","US","","","US","",""," "," ",False,False," 4","2025-02-25 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-MERR05","2025-05-02 00:06:44.974371","2025-05-02 10:13:42.328921",NULL
"336542","TANGRAM","MOB15 ","MOBILEFLEE","MOBILE FLEET WASH",13763,"                         ","US","7142550790","+1 (714) 255-0790","US","7142550791","+1 (714) 255-0791"," ","33-0814389",False,False," 2","2025-04-29 00:00:00","                                                                                                                                                                                                        ","        ",False,False,False,False,False,False,False,False,"Y",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-MOB15 ","2025-05-02 00:06:44.974371","2025-05-02 10:23:52.689609",NULL
"336551","TANGRAM","BAR23 ","BARESQUEUS","BARESQUE USA LLC",9932,"DELPHINE DAVIES","US","2135965596","+1 (213) 596-5596","  ","",""," ","32-0478349",False,False," 2","2025-04-30 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"accountsrec@baresque.us","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-BAR23 ","2025-05-02 00:06:44.974371","2025-05-02 11:15:16.248091",NULL
"336623","TANGRAM","RIC55 ","RICHARDMAR","RICHARD MARTINEZ",1048986,"","  ","","","  ","","","","",False,False," 4","2025-04-30 00:00:00","","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False," ","     ",False,False,"TANGRAM-AP_VENDORS-RIC55 ","2025-05-02 00:06:44.974371","2025-05-05 04:17:32.664377",NULL
"336625","TANGRAM","PSON05","PSONNGUYEN","SON NGUYEN",14777," ","US","","","US","",""," "," ",False,False," 4","2025-05-04 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-PSON05","2025-05-02 00:06:44.974371","2025-05-05 04:43:24.314649",NULL
"336628","TANGRAM","REE04 ","KELLIEREED","KELLIE REED",14946," ","US","","","US","",""," "," ",False,False," 4","2025-04-30 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-REE04 ","2025-05-02 00:06:44.974371","2025-05-05 05:03:55.772291",NULL
"336543","TANGRAM","PAC18 ","PACIFICLAB","PACIFIC LABOR GROUP",14279,"SUSAN CIABATTONI","US","5629496001","+1 (562) 949-6001","US","5629496022","+1 (562) 949-6022","","90-0070869",False,False," 2","2025-04-30 00:00:00","","        ",False,False,False,False,False,False,False,False,"Y",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-PAC18 ","2025-05-02 00:06:44.974371","2025-05-02 10:23:52.689609",NULL
"336630","TANGRAM","EGA10 ","EGANVISUAL","EGAN VISUAL/WEST, INC.        ",11435,"MARY                     ","CA","8002632387","+1 800-263-2387","CA","","","370267","95-3983808  ",False,False,"25","2025-04-30 00:00:00","Price increase 7/20/15  .  Discount: 50/10. Freight prepaid over $1200 list, or $145 if less.  Rep.: Polito Associates, Bill Duche SFS, Tom Polito OC   
u.: 1/17
ACCT# 370267.","EGV     ",False,False,False,False,False,False,False,False,"N",NULL,NULL,"orders@egan.com","    ","    ",False,"USD",True,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-EGA10 ","2025-05-02 00:06:44.974371","2025-05-05 06:16:11.864255",NULL
"336547","TANGRAM","LYS02 ","SUSTAINABL","SUSTAINABLE OFFICE SYSTEMS LLC",13370,"Lisa Vergara","US","6619009925","+1 (661) 900-9925","  ","",""," ","47-1354803",True,False," 2","2025-04-30 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"sos@substainableofficesystems.com","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-LYS02 ","2025-05-02 00:06:44.974371","2025-05-02 10:54:41.226782",NULL
"336548","TANGRAM","PAC32 ","PACIFICCOA","PACIFIC COAST FURNITURE, LLC.",14289,"PAULA PALMER","US","8003666636","+1 (800) 366-6636","US","9168305660","+1 (916) 830-5660"," ","27-2367520",False,False," 2","2025-04-30 00:00:00","Shipping: As of 5/13/11, go to Fresno every Friday","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"PPALMER@PFCDISTRIBUTORS.COM","3771","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-PAC32 ","2025-05-02 00:06:44.974371","2025-05-02 10:54:41.226782",NULL
"336651","TANGRAM","HIG30 ","HIGHTOWER ","HIGHTOWER",12357,"","US","8162861051","+1 (816) 286-1051","US","2062603287","+1 (206) 260-3287","7839","52-2277203",False,False," 2","2025-05-01 00:00:00","Acct# 7839.  Discount: 50%
<100,000 NET 10, >100,000 50% dep & bal upon shipment
Rep.: Parallel Group","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"receivables@hightoweraccess.com","    ","    ",False,"USD",True,False,False,False,"50.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-HIG30 ","2025-05-02 00:06:44.974371","2025-05-05 07:43:23.258747",NULL
"336553","TANGRAM","CON23 ","CONCISEDES","CONCISE DESIGN SOLUTIONS",10829,"CATHY DEVAND","US","2088691570","+1 (208) 869-1570","US","2082862364","+1 (208) 286-2364"," ","82-0505885",False,False," 4","2025-05-01 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"DEVAND@CABLEONE.NET","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-CON23 ","2025-05-02 00:06:44.974371","2025-05-02 14:14:49.425735",NULL
"336558","TANGRAM","PQSC05","QSCLLC    ","QSC LLC",1061232,"SAMUEL SUAREZ DONQUIS","US","6576606203","+1 (657) 660-6203","  ","","","5215563","95-3412527",True,False," 2","2025-05-01 00:00:00","Credit Limit: 150k","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"samuel.suarez@qsc.com","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False," ","     ",False,False,"TANGRAM-AP_VENDORS-PQSC05","2025-05-02 00:06:44.974371","2025-05-02 17:46:15.182926",NULL
"336559","TANGRAM","PBIA10","PBIAMPSYST","BIAMP SYSTEMS LLC",14402,"SUSAN CROUSE","US","5036417287","+1 (503) 641-7287","US","5036260281","+1 (503) 626-0281","PTEKCA","93-1264227",False,False," 2","2025-05-01 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"Y",NULL,NULL,"AR@BIAMP.COM","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-PBIA10","2025-05-02 00:06:44.974371","2025-05-02 17:56:29.349337",NULL
"336563","TANGRAM","INT90 ","INTERIORWO","INTERIOR WORKPLACE SOLUTIONS  ",12654,"                         ","US","6103910733","+1 (610) 391-0733","US","6103911155","+1 (610) 391-1155","               ","23-2938293  ",False,False," 2","2025-04-17 00:00:00","                                                                                                                                                                                                        ","        ",False,False,False,False,False,False,False,False,"Y",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-INT90 ","2025-05-02 00:06:44.974371","2025-05-02 18:27:29.540992",NULL
"336566","TANGRAM","PCOM05","COMMUNICAT","COMMUNICATIONS SUPPLY CORP",1030147,"AR","  ","","","  ","","","P90670","06-0961848",False,False," 2","2025-05-01 00:00:00","","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"ar_csc@anixter.com","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False," ","     ",False,False,"TANGRAM-AP_VENDORS-PCOM05","2025-05-02 00:06:44.974371","2025-05-02 18:37:53.010758",NULL
"336571","TANGRAM","SCE05 ","SOUTHERNCA","SO CAL EDISON COMPANY",15281,"                         ","US","7148355200","+1 (714) 835-5200","US","","","SEE NOTES","95-1240335  ",False,False," 4","2028-04-30 00:00:00","ACCT'S
2-21-201-4195
2-23-251-5320
","        ",False,False,False,False,False,False,False,False,"Y",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-SCE05 ","2025-05-02 00:06:44.974371","2025-05-02 20:36:16.459875",NULL
"336577","TANGRAM","STE21 ","STEELCASE ","STEELCASE TEXTILES            ",15732,"","  ","","","  ","","","1766088","            ",False,True,"46","2025-05-01 00:00:00","ACCT# 1766088
Price increase 5/16/11
NO FREIGHT ON THESE ORDERS.","STC     ",False,False,False,False,False,True,True,False,"N","2001","V"," ","    ","    ",True,"USD",True,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-STE21 ","2025-05-02 00:06:44.974371","2025-05-05 00:05:46.741966",NULL
"336579","TANGRAM","ARC25 ","ARCHITECTU","ARCHITECTURAL RESPONSE        ",9690,"                         ","US","7142417100","+1 (714) 241-7100","US","7142417600","+1 (714) 241-7600","NONE LISTED","33-0395349  ",False,False," 2","2025-05-05 00:00:00","Disc.: 50/10, will call
Rep: Contract Connection

50% Deposit, Net 30
","        ",False,False,False,False,False,False,False,False,"Y",NULL,NULL," ","    ","    ",False,"USD",True,False,False,True,"50.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-ARC25 ","2025-05-02 00:06:44.974371","2025-05-05 00:26:23.952759",NULL
"336581","TANGRAM","VAL08 ","VALENTINEI","VALENTINE INDUSTRIES INC",16320,"Diana Angeles","US","7149012594","+1 (714) 901-2594","US","7149011106","+1 (714) 901-1106","NONE LISTED","33-0726068  ",False,False," 2","2025-05-05 00:00:00","Net 30
","        ",False,False,False,False,False,False,False,False,"Y",NULL,NULL,"accounting@valentineinds.com","    ","    ",False,"USD",True,False,False,True,"50.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-VAL08 ","2025-05-02 00:06:44.974371","2025-05-05 00:36:37.392907",NULL
"336587","TANGRAM","CHA111","CHANTELREE","CHANTEL REEDUS",942033,"","  ","","","  ","","","","",False,False," 4","2025-04-30 00:00:00","","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False," ","     ",False,False,"TANGRAM-AP_VENDORS-CHA111","2025-05-02 00:06:44.974371","2025-05-05 01:53:42.894618",NULL
"336591","TANGRAM","CYN111","CYNTHIAHAY","CYNTHIA HAYNES",823525," ","  "," ","","  "," ",""," "," ",False,False," 4","2025-04-30 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False," ","     ",False,False,"TANGRAM-AP_VENDORS-CYN111","2025-05-02 00:06:44.974371","2025-05-05 02:03:54.256313",NULL
"336592","TANGRAM","PRYA05","RYANADAMS ","RYAN ADAMS",1036925,"","  ","","","  ","","","","",False,False," 4","2025-04-30 00:00:00","","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False," ","     ",False,False,"TANGRAM-AP_VENDORS-PRYA05","2025-05-02 00:06:44.974371","2025-05-05 02:03:54.256313",NULL
"336593","TANGRAM","PVOL05","PVOLTAIREV","VOLTAIRE VILLACRUZADA",528605," ","  "," ","","  "," ",""," ","605-26-9928",False,False," 4","2025-02-28 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False," ","     ",False,False,"TANGRAM-AP_VENDORS-PVOL05","2025-05-02 00:06:44.974371","2025-05-05 02:03:54.256313",NULL
"336618","TANGRAM","CAS75 ","CASSIDYBRI","CASSIDY BRIGGS",662896," ","  "," ","","  "," ",""," "," ",False,False," 4","2025-04-30 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False," ","     ",False,False,"TANGRAM-AP_VENDORS-CAS75 ","2025-05-02 00:06:44.974371","2025-05-05 03:56:55.622385",NULL
"336598","TANGRAM","CRA28 ","CRATEBARRE","CRATE & BARREL",10954,"KAREN GOLDBERG","US","3127875900","+1 (312) 787-5900","US","3127873356","+1 (312) 787-3356"," ","36-2492854",False,False," 2","2025-05-05 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"KGOLDBERG@CRATEANDBARREL.COM","    ","    ",False,"USD",False,False,False,True,"100.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-CRA28 ","2025-05-02 00:06:44.974371","2025-05-05 02:55:14.264263",NULL
"336600","TANGRAM","PAU35 ","PAULGONZAL","PAUL GONZALEZ",643427," ","  "," ","","  "," ",""," "," ",False,False," 4","2025-04-30 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False," ","     ",False,False,"TANGRAM-AP_VENDORS-PAU35 ","2025-05-02 00:06:44.974371","2025-05-05 02:55:14.264263",NULL
"336604","TANGRAM","JAC50 ","JACOBHUGH ","JACOB HUGHEY",1057563,"","  ","","","  ","","","","",False,False," 4","2025-04-29 00:00:00","","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False," ","     ",False,False,"TANGRAM-AP_VENDORS-JAC50 ","2025-05-02 00:06:44.974371","2025-05-05 03:15:44.578927",NULL
"336607","TANGRAM","HAN15 ","SHANNONHAN","SHANNON HANIFAN",12237,"","US","","","US","","","","",False,False," 4","2025-04-30 00:00:00","","        ",False,False,False,False,False,False,False,False,"Y",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-HAN15 ","2025-05-02 00:06:44.974371","2025-05-05 03:26:01.8441",NULL
"336608","TANGRAM","JEN45 ","JENNIFERW ","JENNIFER WEBBER",841571," ","  "," ","","  "," ",""," "," ",False,False," 4","2025-04-30 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False," ","     ",False,False,"TANGRAM-AP_VENDORS-JEN45 ","2025-05-02 00:06:44.974371","2025-05-05 03:26:01.8441",NULL
"336619","TANGRAM","ERI35 ","ERIKCHACON","ERIK CHACON",1043324,"","  ","","","  ","","","","",False,False," 4","2025-04-30 00:00:00","","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False," ","     ",False,False,"TANGRAM-AP_VENDORS-ERI35 ","2025-05-02 00:06:44.974371","2025-05-05 03:56:55.622385",NULL
"336632","TANGRAM","CLA20 ","CLARIDGEPR","CLARIDGE PRODUCTS INC.        ",10691,"                         ","US","5103518183","+1 (510) 351-8183","US","5103518241","+1 (510) 351-8241","               ","71-0302078  ",False,False," 2","2025-04-30 00:00:00","7% price increase 7/1/08.  Discount: 50/20.  Freight free over $750 net.
Rep.: John DeWitte, B3W, for SFS & OC","        ",False,False,False,False,False,False,False,False,"Y",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-CLA20 ","2025-05-02 00:06:44.974371","2025-05-05 06:36:47.216093",NULL
"336616","TANGRAM","GON25 ","MARTYGONZA","MARTY GONZALES",12091,"","US","","","US","","","","",False,False,"  ","2025-04-30 00:00:00","","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-GON25 ","2025-05-02 00:06:44.974371","2025-05-05 03:46:23.364384",NULL
"336615","TANGRAM","GIL15 ","GILBERTMOR","GILBERT MORALES",12020,"Gilbert Morales","  ","","","  ","",""," "," ",False,False,"  ","2025-05-01 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL,"gmorales@tangraminteriors.com","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False,"N","     ",False,False,"TANGRAM-AP_VENDORS-GIL15 ","2025-05-02 00:06:44.974371","2025-05-05 03:46:23.364384",NULL
"336617","TANGRAM","RAU111","RAULBRAVO ","RAUL BRAVO",828642," ","  "," ","","  "," ",""," "," ",False,False," 4","2025-04-30 00:00:00"," ","        ",False,False,False,False,False,False,False,True,"N",NULL,NULL," ","    ","    ",False,"USD",False,False,False,False,"0.00",NULL,NULL,False," ","     ",False,False,"TANGRAM-AP_VENDORS-RAU111","2025-05-02 00:06:44.974371","2025-05-05 03:46:23.364384",NULL
